,filename,field,section,NN,CAP,WZPAST,to,PIN,PREP,JJ,BEMA,VPRT,AUXB,TO,PUBV,INF,the,ART,DET,about,that,TSUB,WHSUB,WH,POMD,from,SUAV,or,CCONJ,any,QUAN,of,RB,CONJ,in,NNP,there,EX,no,SYNE,NOMZ,WZPRES,PGAS,on,this,DEMO,VBD,a,INDA,NUM,and,PASS,PRIV,by,THVC,SCONJ,most,EMPH,SPADJ,not,XX0,ANDC,PEAS,SPAU,with,OSUB,STPR,CMADJ,for,PHC,total_words,BYPA,which,such,as,at,PIRE,more,than,those,DEMP,GER,these,X,while,it,PIT,PRP,SBJP,PRED,THAC,all,PRMD,PROD,i,FPP1,because,CAUS,TIME,AMP,but,us,their,TPP3,they,PLACE,ACCU,both,DWNT,some,into,NEMD,SERE,SPIN,WHQU,its,who,PASTP,through,around,many,WHOBJ,what,without,if,COND,before,WHCL,PRESP,TOBJ,yet,THATD,after,much,our,over,CONT,QUOT,them,each,since,'s,CONC,we,HDG,SMP,off,least,until,me,few,every,QUES,whatever,his,your,SPP2,another,enough,anything,QUPR,INPR,HASH,her,he,you,something,she,DPAR,nothing,everyone,mine,URL,EXCL,UH,my,someone,him,myself,anyone,everything,nobody,EMOT,everybody,EMOJ,somebody,yourself,AT,theirs
14,CorAgrarian.AgE.agrmachine.15_abstract.txt,AgE,Abstract,64,19,0,6,44,44,19,3,6,4,2,1,3,18,22,23,0,2,0,0,2,1,2,2,0,16,0,1,13,6,7,6,11,1,1,0,0,22,0,6,3,1,1,9,2,4,9,15,1,3,1,2,4,0,1,0,0,0,2,1,1,1,1,0,1,2,8,265,0,2,0,1,0,0,1,1,0,0,5,0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,CorAgrarian.AgE.agrmachine.16_abstract.txt,AgE,Abstract,65,32,1,8,45,45,27,1,8,10,5,0,7,17,20,26,0,2,1,1,4,2,1,3,0,8,0,2,13,15,7,2,24,0,0,0,0,25,7,11,2,2,3,6,3,3,3,8,9,3,2,0,7,0,0,1,2,2,0,0,3,7,1,1,2,4,2,337,0,0,0,1,0,0,0,0,0,1,2,1,3,1,1,1,2,2,1,0,1,0,0,0,0,3,3,0,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CorAgrarian.AgE.agrmachine.17_abstract.txt,AgE,Abstract,59,20,0,2,30,30,23,0,8,5,1,0,3,6,7,8,0,0,0,0,3,2,0,0,0,11,0,1,10,3,7,2,10,0,0,0,0,10,2,7,1,1,1,0,1,1,2,11,5,1,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,3,4,208,1,1,0,3,0,1,0,0,0,0,1,0,1,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,CorAgrarian.AgE.agrmachine.18_abstract.txt,AgE,Abstract,134,27,4,5,66,66,26,9,8,15,3,0,4,32,41,45,0,3,1,1,2,1,0,3,5,18,0,1,22,9,13,11,15,0,0,0,0,24,0,11,1,1,3,10,7,9,4,13,6,3,6,0,2,2,2,5,0,0,4,0,0,1,1,0,1,8,7,433,0,0,0,2,1,0,0,1,0,2,5,2,2,0,1,1,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,CorAgrarian.AgE.agrmachine.19_abstract.txt,AgE,Abstract,117,13,0,5,42,42,53,1,11,10,4,0,9,14,18,21,0,4,2,2,2,0,1,1,0,24,0,1,17,9,7,6,4,0,0,0,0,28,0,7,4,1,3,2,2,4,3,24,7,1,0,2,3,1,4,1,0,0,3,0,3,1,1,0,3,0,11,411,0,0,0,1,0,0,3,0,0,0,1,1,0,1,1,2,3,3,1,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,0,1,0,0,0,5,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,CorAgrarian.AgE.agrmachine.20_abstract.txt,AgE,Abstract,100,23,1,11,64,64,44,3,7,10,5,0,7,23,28,33,0,3,1,1,4,2,1,0,0,11,0,3,18,11,19,12,8,0,0,0,0,33,1,10,2,2,4,13,5,5,5,10,6,3,0,0,5,1,2,1,1,1,1,1,3,2,3,0,4,4,4,412,0,2,2,5,1,1,1,0,0,1,3,1,2,2,2,2,4,4,2,0,2,0,0,1,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,CorAgrarian.AgE.agrmachine.21_abstract.txt,AgE,Abstract,78,35,1,5,60,60,39,4,7,6,2,0,2,22,29,32,0,3,2,2,4,0,2,2,0,8,0,0,11,12,27,23,11,0,0,0,0,25,0,6,3,3,3,12,4,7,4,7,2,2,1,1,4,0,0,1,1,1,2,2,0,2,2,0,3,2,2,345,1,1,0,2,0,0,0,0,0,0,7,0,0,1,0,2,3,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,CorAgrarian.AgE.agrmachine.22_abstract.txt,AgE,Abstract,53,11,2,2,22,22,25,2,6,6,1,1,1,6,8,10,1,1,0,0,0,0,2,1,0,9,0,0,5,4,5,1,2,0,0,0,0,11,1,3,1,1,2,5,1,2,6,9,2,2,0,0,3,1,1,1,0,0,2,0,0,1,0,0,1,1,4,193,0,0,0,3,1,0,0,0,0,1,3,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,CorAgrarian.AgE.agrmachine.23_abstract.txt,AgE,Abstract,87,38,2,8,47,47,23,1,2,4,2,0,3,5,8,9,0,2,0,0,0,0,0,2,0,14,0,0,15,5,11,9,17,0,0,0,0,17,0,2,0,0,1,7,2,3,15,14,3,4,1,2,2,0,0,0,0,0,4,1,1,3,0,2,0,3,4,295,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,CorAgrarian.AgE.agrmachine.24_abstract.txt,AgE,Abstract,69,59,2,2,46,46,25,2,6,7,0,0,1,12,17,25,0,1,0,0,0,1,0,1,1,14,0,2,11,8,18,16,52,0,0,0,0,12,0,8,5,3,4,9,4,5,10,11,5,5,2,1,3,0,0,0,0,0,1,2,2,3,0,0,1,2,4,339,0,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,CorAgrarian.AgE.agrmachine.25_abstract.txt,AgE,Abstract,57,14,2,4,30,30,17,1,0,8,4,0,4,12,18,22,0,0,0,0,2,0,3,3,0,4,0,0,8,2,5,4,6,0,0,0,0,7,2,5,2,2,3,10,4,6,3,4,7,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,202,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,CorAgrarian.AgE.agrmachine.26_abstract.txt,AgE,Abstract,79,32,3,6,47,47,20,3,2,6,2,7,4,19,19,24,2,1,0,0,0,1,0,6,0,6,0,2,8,10,8,7,13,0,0,2,1,10,0,5,0,0,2,9,0,0,14,6,3,5,0,0,4,0,3,0,0,0,1,1,1,4,2,3,3,6,1,297,0,0,0,0,6,0,3,0,0,0,3,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,CorAgrarian.AgE.agrmachine.27_abstract.txt,AgE,Abstract,66,29,1,7,40,40,23,3,1,8,3,0,3,14,14,16,0,1,0,0,0,0,2,0,0,13,0,0,12,9,8,4,17,1,1,1,1,14,0,0,2,0,1,16,0,0,3,12,5,2,1,1,4,0,2,0,0,0,2,0,2,2,1,0,2,0,7,257,1,0,0,3,0,0,2,1,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,CorAgrarian.AgE.agrmachine.28_abstract.txt,AgE,Abstract,83,48,3,7,41,41,27,1,10,11,5,0,5,25,32,35,0,1,0,2,2,0,2,3,0,11,0,0,7,5,5,4,21,0,0,0,0,21,2,5,1,2,3,5,7,7,13,11,10,2,5,1,1,0,0,1,0,0,4,0,0,6,0,0,2,1,3,364,3,2,0,0,3,0,0,0,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,CorAgrarian.AgE.agrmachine.29_abstract.txt,AgE,Abstract,73,12,0,9,23,23,22,2,2,10,7,1,9,12,17,19,0,1,1,2,2,0,0,1,0,12,0,0,3,3,3,3,1,0,0,0,0,14,3,8,0,1,1,10,5,5,4,12,8,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,6,237,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,CorAgrarian.AgE.agrmachine.30_abstract.txt,AgE,Abstract,75,29,1,5,41,41,31,1,1,12,2,0,3,6,12,15,0,1,0,0,0,1,5,0,0,10,0,2,11,4,7,7,10,0,0,0,0,18,0,3,3,1,1,12,4,6,7,10,11,5,2,1,1,0,0,0,0,0,1,0,0,3,0,0,0,1,4,284,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
